timestamp,Nuclear,Hydro water reservoir,Others,Wind onshore
1/10/2015 23:00,0.886951631,0.208103015,0.166706444,0.682331512
1/11/2015 0:00,0.891001125,0.190515075,0.167183771,0.695264117
1/11/2015 1:00,0.89336333,0.184045226,0.166945107,0.690163934
1/11/2015 2:00,0.893588301,0.182914573,0.165513126,0.696174863
1/11/2015 3:00,0.893475816,0.182726131,0.165274463,0.699271403
1/11/2015 4:00,0.893475816,0.183982412,0.165393795,0.703278689
1/11/2015 5:00,0.893475816,0.196231156,0.167899761,0.704371585
1/11/2015 6:00,0.893700787,0.213819095,0.168615752,0.69435337
1/11/2015 7:00,0.893588301,0.245288945,0.173627685,0.688342441
1/11/2015 8:00,0.807424072,0.272047739,0.176968974,0.670491803
1/11/2015 9:00,0.798762655,0.296922111,0.185799523,0.639708561
1/11/2015 10:00,0.799212598,0.332349246,0.189618138,0.623497268
1/11/2015 11:00,0.801687289,0.372361809,0.188424821,0.570673953
1/11/2015 12:00,0.804499438,0.400753769,0.188305489,0.532604736
1/11/2015 13:00,0.804836895,0.416771357,0.185799523,0.512750455
1/11/2015 14:00,0.804724409,0.436369347,0.188305489,0.492714026
1/11/2015 15:00,0.804724409,0.468278894,0.188782816,0.470856102
1/11/2015 16:00,0.804611924,0.496545226,0.193556086,0.452823315
1/11/2015 17:00,0.804724409,0.523366834,0.204057279,0.444990893
1/11/2015 18:00,0.804611924,0.523052764,0.206324582,0.42295082
1/11/2015 19:00,0.804836895,0.501884422,0.204295943,0.4
1/11/2015 20:00,0.804611924,0.459610553,0.202386635,0.369216758
1/11/2015 21:00,0.804611924,0.40540201,0.204176611,0.351183971
1/11/2015 22:00,0.804274466,0.357349246,0.204534606,0.321129326
1/11/2015 23:00,0.804386952,0.346545226,0.19928401,0.271766849
1/12/2015 0:00,0.804499438,0.336683417,0.182696897,0.23715847
1/12/2015 1:00,0.804386952,0.324057789,0.181742243,0.208743169
1/12/2015 2:00,0.804499438,0.329711055,0.182577566,0.206921676
1/12/2015 3:00,0.804949381,0.359987437,0.188424821,0.218943534
1/12/2015 4:00,0.804949381,0.447864322,0.187589499,0.248816029
1/12/2015 5:00,0.805174353,0.566896985,0.202267303,0.272313297
1/12/2015 6:00,0.804949381,0.670414573,0.211694511,0.310928962
1/12/2015 7:00,0.734533183,0.710929648,0.213245823,0.358469945
1/12/2015 8:00,0.696175478,0.703454774,0.221957041,0.393260474
1/12/2015 9:00,0.693588301,0.676633166,0.215871122,0.432786885
1/12/2015 10:00,0.69167604,0.651633166,0.212768496,0.473952641
1/12/2015 11:00,0.690663667,0.615829146,0.220167064,0.510746812
1/12/2015 12:00,0.690326209,0.620163317,0.220763723,0.55154827
1/12/2015 13:00,0.688863892,0.608982412,0.219451074,0.581238616
1/12/2015 14:00,0.688751406,0.612374372,0.194868735,0.614936248
1/12/2015 15:00,0.689651294,0.626193467,0.182100239,0.647905282
1/12/2015 16:00,0.689876265,0.645414573,0.180548926,0.673041894
1/12/2015 17:00,0.691451069,0.640766332,0.179713604,0.677413479
1/12/2015 18:00,0.686501687,0.58781407,0.181384248,0.687067395
1/12/2015 19:00,0.690888639,0.520288945,0.177446301,0.686156648
1/12/2015 20:00,0.707424072,0.477952261,0.17326969,0.681420765
1/12/2015 21:00,0.715973003,0.412248744,0.167064439,0.674499089
1/12/2015 22:00,0.718672666,0.348932161,0.167661098,0.649726776
1/12/2015 23:00,0.751856018,0.293655779,0.166706444,0.658834244
1/13/2015 0:00,0.781552306,0.279585427,0.167303103,0.632604736
1/13/2015 1:00,0.793925759,0.270226131,0.162529833,0.603642987
1/13/2015 2:00,0.806299213,0.271545226,0.162171838,0.560837887
1/13/2015 3:00,0.808661417,0.290954774,0.159188544,0.520582878
1/13/2015 4:00,0.823847019,0.351130653,0.160143198,0.48287796
1/13/2015 5:00,0.83768279,0.468090452,0.173747017,0.4571949
1/13/2015 6:00,0.837345332,0.603015075,0.178878282,0.441894353
1/13/2015 7:00,0.755343082,0.641520101,0.175178998,0.429326047
1/13/2015 8:00,0.75264342,0.638253769,0.175894988,0.425318761
1/13/2015 9:00,0.751743532,0.653140704,0.174940334,0.423679417
1/13/2015 10:00,0.751181102,0.639824121,0.17124105,0.426775956
1/13/2015 11:00,0.745556805,0.644409548,0.168973747,0.426047359
1/13/2015 12:00,0.756692913,0.639698492,0.168257757,0.426229508
1/13/2015 13:00,0.767491564,0.646105528,0.170167064,0.422404372
1/13/2015 14:00,0.767266592,0.658605528,0.173508353,0.423315118
1/13/2015 15:00,0.767379078,0.675942211,0.173627685,0.436429872
1/13/2015 16:00,0.767154106,0.688128141,0.173389021,0.432240437
1/13/2015 17:00,0.776602925,0.687876884,0.17326969,0.430601093
1/13/2015 18:00,0.785826772,0.666645729,0.172673031,0.428961749
1/13/2015 19:00,0.786051744,0.5875,0.174224344,0.414936248
1/13/2015 20:00,0.785376828,0.504145729,0.173031026,0.404553734
1/13/2015 21:00,0.785714286,0.427198492,0.164677804,0.386338798
1/13/2015 22:00,0.786051744,0.367839196,0.164797136,0.381602914
1/13/2015 23:00,0.786726659,0.295351759,0.164319809,0.378506375
1/14/2015 0:00,0.787289089,0.279899497,0.16372315,0.372313297
1/14/2015 1:00,0.786389201,0.283479899,0.161933174,0.369034608
1/14/2015 2:00,0.785826772,0.284673367,0.160501193,0.365027322
1/14/2015 3:00,0.786501687,0.300439698,0.162768496,0.377595628
1/14/2015 4:00,0.786726659,0.349874372,0.165274463,0.385245902
1/14/2015 5:00,0.788526434,0.469786432,0.17326969,0.3856102
1/14/2015 6:00,0.795950506,0.607788945,0.17398568,0.395992714
1/14/2015 7:00,0.794150731,0.672424623,0.176491647,0.390528233
1/14/2015 8:00,0.789538808,0.644032663,0.179713604,0.373952641
1/14/2015 9:00,0.789651294,0.619409548,0.179952267,0.381420765
1/14/2015 10:00,0.792913386,0.600565327,0.17875895,0.388160291
1/14/2015 11:00,0.793925759,0.599371859,0.179116945,0.400910747
1/14/2015 12:00,0.793925759,0.601947236,0.180668258,0.407103825
1/14/2015 13:00,0.794038245,0.626067839,0.180668258,0.408378871
1/14/2015 14:00,0.794263217,0.671231156,0.180787589,0.398724954
1/14/2015 15:00,0.794263217,0.708040201,0.182816229,0.390163934
1/14/2015 16:00,0.794150731,0.733668342,0.182816229,0.384335155
1/14/2015 17:00,0.794375703,0.696984925,0.181026253,0.387067395
1/14/2015 18:00,0.794600675,0.643718593,0.174224344,0.398907104
1/14/2015 19:00,0.794825647,0.542964824,0.171479714,0.408014572
1/14/2015 20:00,0.795275591,0.466582915,0.17326969,0.408925319
1/14/2015 21:00,0.795388076,0.401633166,0.174105012,0.390346084
1/14/2015 22:00,0.771091114,0.350376884,0.175178998,0.398907104
1/14/2015 23:00,0.745444319,0.299497487,0.176491647,0.407832423
1/15/2015 0:00,0.745669291,0.282286432,0.177684964,0.404553734
1/15/2015 1:00,0.745556805,0.281909548,0.177684964,0.411839709
1/15/2015 2:00,0.746344207,0.283291457,0.177565632,0.407832423
1/15/2015 3:00,0.746119235,0.295854271,0.178520286,0.409107468
1/15/2015 4:00,0.746344207,0.39491206,0.177207637,0.408925319
1/15/2015 5:00,0.746231721,0.505339196,0.179355609,0.40564663
1/15/2015 6:00,0.745781777,0.647738693,0.181384248,0.409289617
1/15/2015 7:00,0.745781777,0.667713568,0.182577566,0.430965392
1/15/2015 8:00,0.745781777,0.65169598,0.181742243,0.483606557
1/15/2015 9:00,0.746231721,0.638379397,0.180190931,0.523315118
1/15/2015 10:00,0.746344207,0.60169598,0.179832936,0.552459016
1/15/2015 11:00,0.746344207,0.57839196,0.18221957,0.588342441
1/15/2015 12:00,0.746456693,0.572047739,0.183412888,0.619307832
1/15/2015 13:00,0.746344207,0.561683417,0.184844869,0.649362477
1/15/2015 14:00,0.746456693,0.579711055,0.184606205,0.67431694
1/15/2015 15:00,0.746344207,0.593718593,0.184725537,0.703096539
1/15/2015 16:00,0.746231721,0.604585427,0.182577566,0.720765027
1/15/2015 17:00,0.746344207,0.580150754,0.179594272,0.721675774
1/15/2015 18:00,0.746456693,0.542211055,0.179952267,0.721493625
1/15/2015 19:00,0.746681665,0.452135678,0.169451074,0.708925319
1/15/2015 20:00,0.746794151,0.381155779,0.168973747,0.697632058
1/15/2015 21:00,0.746794151,0.326947236,0.15823389,0.688160291
1/15/2015 22:00,0.746794151,0.290640704,0.15548926,0.684517304
1/15/2015 23:00,0.746906637,0.271859296,0.152505967,0.664663024
1/16/2015 0:00,0.746906637,0.258165829,0.152267303,0.662112933
1/16/2015 1:00,0.747131609,0.254962312,0.153102625,0.656284153
1/16/2015 2:00,0.746906637,0.256407035,0.154295943,0.656284153
1/16/2015 3:00,0.746906637,0.272738693,0.159427208,0.656284153
1/16/2015 4:00,0.747131609,0.346482412,0.160501193,0.651001821
1/16/2015 5:00,0.746569179,0.442525126,0.169093079,0.653369763
1/16/2015 6:00,0.745781777,0.554334171,0.170167064,0.65701275
1/16/2015 7:00,0.745444319,0.583856784,0.168138425,0.663023679
1/16/2015 8:00,0.745556805,0.593844221,0.168019093,0.662477231
1/16/2015 9:00,0.746119235,0.623555276,0.170167064,0.669945355
1/16/2015 10:00,0.745781777,0.593090452,0.172076372,0.669581056
1/16/2015 11:00,0.746119235,0.598743719,0.170286396,0.67140255
1/16/2015 12:00,0.746231721,0.602449749,0.172911695,0.670856102
1/16/2015 13:00,0.746344207,0.602449749,0.176252983,0.658834244
1/16/2015 14:00,0.746119235,0.606846734,0.175775656,0.662295082
1/16/2015 15:00,0.746119235,0.622864322,0.174343675,0.645901639
1/16/2015 16:00,0.745781777,0.628203518,0.174343675,0.626958106
1/16/2015 17:00,0.746006749,0.62531407,0.174105012,0.618032787
1/16/2015 18:00,0.746231721,0.605590452,0.173508353,0.598724954
1/16/2015 19:00,0.746344207,0.539070352,0.175536993,0.585974499
1/16/2015 20:00,0.745669291,0.467085427,0.175417661,0.566848816
1/16/2015 21:00,0.745556805,0.411494975,0.167064439,0.553369763
1/16/2015 22:00,0.745669291,0.349246231,0.164916468,0.543351548
1/16/2015 23:00,0.745894263,0.293027638,0.162768496,0.496539162
1/17/2015 0:00,0.745894263,0.271042714,0.161217184,0.482149362
1/17/2015 1:00,0.745781777,0.265012563,0.157995227,0.47996357
1/17/2015 2:00,0.745556805,0.258354271,0.157875895,0.475774135
1/17/2015 3:00,0.745669291,0.260427136,0.15823389,0.464298725
1/17/2015 4:00,0.745556805,0.281658291,0.158353222,0.447358834
1/17/2015 5:00,0.745556805,0.307474874,0.158711217,0.432604736
1/17/2015 6:00,0.745219348,0.356407035,0.160143198,0.418761384
1/17/2015 7:00,0.745106862,0.418341709,0.161336516,0.416393443
1/17/2015 8:00,0.744994376,0.472173367,0.164439141,0.423132969
1/17/2015 9:00,0.745106862,0.496482412,0.169689737,0.428961749
1/17/2015 10:00,0.745106862,0.508479899,0.168019093,0.43151184
1/17/2015 11:00,0.745106862,0.516645729,0.1650358,0.451730419
1/17/2015 12:00,0.745219348,0.531155779,0.165513126,0.446994536
1/17/2015 13:00,0.759167604,0.534547739,0.165632458,0.450273224
1/17/2015 14:00,0.781214848,0.552072864,0.165274463,0.453551913
1/17/2015 15:00,0.790438695,0.564572864,0.165274463,0.455373406
1/17/2015 16:00,0.783239595,0.57701005,0.164558473,0.459198543
1/17/2015 17:00,0.814173228,0.553203518,0.164439141,0.455555556
1/17/2015 18:00,0.840044994,0.527386935,0.163842482,0.450819672
1/17/2015 19:00,0.860742407,0.461243719,0.163484487,0.443351548
1/17/2015 20:00,0.860292463,0.388756281,0.163126492,0.435701275
1/17/2015 21:00,0.860517435,0.333731156,0.163245823,0.435701275
1/17/2015 22:00,0.860517435,0.273743719,0.163126492,0.433151184
1/17/2015 23:00,0.860967379,0.232160804,0.16300716,0.472131148
1/18/2015 0:00,0.866254218,0.223366834,0.162410501,0.461202186
1/18/2015 1:00,0.87367829,0.219346734,0.161813842,0.443351548
1/18/2015 2:00,0.873790776,0.222675879,0.143556086,0.43442623
1/18/2015 3:00,0.873790776,0.220979899,0.151431981,0.408378871
1/18/2015 4:00,0.87367829,0.230590452,0.158353222,0.390892532
1/18/2015 5:00,0.87367829,0.247675879,0.161217184,0.37431694
1/18/2015 6:00,0.882677165,0.278580402,0.165632458,0.349180328
1/18/2015 7:00,0.886389201,0.322864322,0.169212411,0.341712204
1/18/2015 8:00,0.886276715,0.371984925,0.172076372,0.319489982
1/18/2015 9:00,0.886276715,0.412625628,0.172434368,0.295081967
1/18/2015 10:00,0.886164229,0.457914573,0.173747017,0.275045537
1/18/2015 11:00,0.886276715,0.486243719,0.173747017,0.261748634
1/18/2015 12:00,0.886389201,0.504334171,0.179594272,0.239162113
1/18/2015 13:00,0.886501687,0.515138191,0.180310263,0.234972678
1/18/2015 14:00,0.886276715,0.552638191,0.180668258,0.224590164
1/18/2015 15:00,0.892463442,0.589572864,0.180429594,0.220400729
1/18/2015 16:00,0.8928009,0.606281407,0.180548926,0.216393443
1/18/2015 17:00,0.892463442,0.601947236,0.18353222,0.21712204
1/18/2015 18:00,0.892575928,0.579208543,0.185322196,0.220765027
1/18/2015 19:00,0.892913386,0.555590452,0.188663484,0.212750455
1/18/2015 20:00,0.896737908,0.499183417,0.187828162,0.201092896
1/18/2015 21:00,0.899325084,0.441896985,0.188544153,0.193624772
1/18/2015 22:00,0.899100112,0.370791457,0.192601432,0.188342441
1/18/2015 23:00,0.899100112,0.337437186,0.194152745,0.178688525
1/19/2015 0:00,0.899212598,0.338065327,0.194272076,0.169763206
1/19/2015 1:00,0.899100112,0.334296482,0.194152745,0.16867031
1/19/2015 2:00,0.900337458,0.336494975,0.194272076,0.163205829
1/19/2015 3:00,0.904274466,0.34798995,0.194749403,0.161384335
1/19/2015 4:00,0.904499438,0.439447236,0.196539379,0.165938069
1/19/2015 5:00,0.904611924,0.592148241,0.199642005,0.16557377
1/19/2015 6:00,0.904611924,0.717462312,0.208114558,0.158652095
1/19/2015 7:00,0.904499438,0.728831658,0.205369928,0.162295082
1/19/2015 8:00,0.904611924,0.733228643,0.206443914,0.166120219
1/19/2015 9:00,0.904611924,0.733417085,0.206324582,0.16867031
1/19/2015 10:00,0.904499438,0.719849246,0.207995227,0.179234973
1/19/2015 11:00,0.904836895,0.717650754,0.210620525,0.18852459
1/19/2015 12:00,0.904611924,0.720603015,0.208353222,0.189981785
1/19/2015 13:00,0.904836895,0.714949749,0.210620525,0.201639344
1/19/2015 14:00,0.904836895,0.723429648,0.208591885,0.218943534
1/19/2015 15:00,0.904724409,0.725439698,0.209069212,0.235336976
1/19/2015 16:00,0.904836895,0.725188442,0.209904535,0.246994536
1/19/2015 17:00,0.90416198,0.705339196,0.211217184,0.261202186
1/19/2015 18:00,0.904724409,0.687248744,0.205011933,0.271038251
