timestamp,Nuclear,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil gas,Wind offshore,Wind onshore,Solar AC
2014-12-31 23:00:00,0.9946759259259259,0.6788630789207907,0.7403987114244363,0.11242758428142667,0.04218303145853194,0.04475827779540886,0.15505617977528088,0.2131583407995738,2.7051885516420497e-06
2014-12-31 23:15:00,0.9800925925925926,0.6796421872745636,0.7378215602969326,0.11627346967264604,0.042087702573879886,0.04460312422863994,0.15416913069189828,0.2132430927185994,2.7051885516420497e-06
2014-12-31 23:30:00,0.9854722222222223,0.6791083537729042,0.7306363509034035,0.11255671110490681,0.042159199237368924,0.04420818787686449,0.1533412182140745,0.21603264159624186,2.7051885516420497e-06
2014-12-31 23:45:00,1.0066203703703704,0.677622276727745,0.7207479340772212,0.1081733789348782,0.04168255481410867,0.039394901089601184,0.15387344766410407,0.2157420635881541,2.7051885516420497e-06
2015-01-01 00:00:00,1.0267222222222223,0.6736113114990622,0.7260983239180167,0.08842744468486076,0.04163489037178265,0.036880708064459256,0.15384387936132465,0.2172506477468097,5.4103771032840995e-06
2015-01-01 00:15:00,1.027824074074074,0.6714471216274708,0.724753723329754,0.08059607733649753,0.041468064823641564,0.029507387425508656,0.15431697220579538,0.2203017168317311,2.7051885516420497e-06
2015-01-01 00:30:00,1.0274907407407408,0.6703938825566297,0.7114244362481909,0.07957353249110072,0.04158722592945663,0.028477731936951235,0.15408042578356004,0.21971571784875416,5.4103771032840995e-06
2015-01-01 00:45:00,1.0239074074074075,0.6720963785889482,0.6990942621037397,0.07963286103161862,0.0413489037178265,0.027927642018406855,0.1537551744529864,0.22029687386492966,2.7051885516420497e-06
2015-01-01 01:00:00,1.0273796296296296,0.6755590823834945,0.7032447826695923,0.07742025546171565,0.04122974261201144,0.02934165520646003,0.15399172087522175,0.22330677773203864,5.4103771032840995e-06
2015-01-01 01:15:00,1.0233796296296296,0.6777521281200404,0.6963630421588309,0.07718643121379214,0.04122974261201144,0.02867872633026552,0.15416913069189828,0.22378138847858198,2.7051885516420497e-06
2015-01-01 01:30:00,1.018388888888889,0.6766267493868129,0.6887903263457678,0.07700495567809032,0.04120591039084843,0.028213265629958743,0.15310467179183915,0.22253432452720537,2.7051885516420497e-06
2015-01-01 01:45:00,1.014537037037037,0.6776655605251767,0.6787898594705635,0.07924199064703008,0.04099142040038131,0.027969956627525654,0.152602010644589,0.22370147952635785,2.7051885516420497e-06
2015-01-01 02:00:00,1.0219444444444445,0.6784013850815178,0.6657033474952145,0.08130452990856424,0.04099142040038131,0.029475651468669557,0.15337078651685396,0.22414945395549316,5.4103771032840995e-06
2015-01-01 02:15:00,1.0205092592592593,0.6802770163035637,0.6568607311265698,0.08193620436937252,0.04120591039084843,0.029045452942628443,0.15505617977528088,0.22057292297261302,2.7051885516420497e-06
2015-01-01 02:30:00,1.022462962962963,0.6804212956283364,0.6528689481301648,0.08183499685907727,0.04144423260247855,0.02901371698578934,0.15476049674748668,0.22113228563818196,2.7051885516420497e-06
2015-01-01 02:45:00,1.019425925925926,0.6815322464290867,0.6530556982118679,0.08151741467159908,0.041468064823641564,0.02824500158679784,0.15487876995860436,0.22211298641547814,2.7051885516420497e-06
2015-01-01 03:00:00,1.0246111111111111,0.6808108498052229,0.6595966198235211,0.08086480072590214,0.041468064823641564,0.029500334990655526,0.15508574807806033,0.22300651379034797,2.7051885516420497e-06
2015-01-01 03:15:00,1.0188796296296296,0.6805222911556774,0.6610486017087632,0.08828086829064005,0.041468064823641564,0.029327550336753765,0.15496747486694265,0.22282005956849163,5.4103771032840995e-06
2015-01-01 03:30:00,1.0134166666666666,0.680089453181359,0.6588076007283253,0.08796677601730997,0.04165872259294567,0.029147713247998874,0.15538143110585453,0.22417124730609972,2.7051885516420497e-06
2015-01-01 03:45:00,1.0031666666666668,0.6792814889626317,0.6565292497315468,0.0864870524185105,0.0415395614871306,0.029225290031383334,0.15508574807806033,0.22646681356999296,2.7051885516420497e-06
2015-01-01 04:00:00,1.0013796296296296,0.6787187995960179,0.6461319389327232,0.07705381447616388,0.04168255481410867,0.02988821890757784,0.15387344766410407,0.23054943458362592,5.4103771032840995e-06
2015-01-01 04:15:00,0.9939907407407408,0.6794401962198817,0.634800877725384,0.07708173378934878,0.041706387035271686,0.029965795690962305,0.15535186280307509,0.23275540596169214,5.4103771032840995e-06
2015-01-01 04:30:00,0.9879351851851853,0.6790794979079497,0.624464260703114,0.07710965310253368,0.041706387035271686,0.02995874325610917,0.15535186280307509,0.2328619512313243,2.7051885516420497e-06
2015-01-01 04:45:00,0.9781018518518518,0.6791516375703361,0.6109668985480181,0.07834159279681721,0.04163489037178265,0.03017384251912973,0.1556475458308693,0.23320338039082744,5.4103771032840995e-06
2015-01-01 05:00:00,0.9745,0.6771750108209493,0.5892618703020682,0.08048788999790606,0.041563393708293615,0.030219683345675093,0.15567711413364874,0.2370075308133763,5.4103771032840995e-06
2015-01-01 05:15:00,0.9649074074074074,0.6760640600201991,0.5822400672300294,0.0835380749633559,0.04163489037178265,0.030674565393702176,0.1556475458308693,0.24058406179625638,2.7051885516420497e-06
2015-01-01 05:30:00,0.9488055555555556,0.677622276727745,0.5745739763761146,0.08354854470580024,0.04165872259294567,0.03078035191649917,0.15544056771141337,0.24952659999515706,5.4103771032840995e-06
2015-01-01 05:45:00,0.9264166666666666,0.6777377001875631,0.5703394182734955,0.08372304041320583,0.041706387035271686,0.030776825699072603,0.1554997043169722,0.2524929171610529,5.4103771032840995e-06
2015-01-01 06:00:00,0.9147314814814815,0.6752705237339489,0.5649143284000187,0.08739792001116774,0.041706387035271686,0.030360732042737756,0.15532229450029567,0.25556335811318015,5.4103771032840995e-06
2015-01-01 06:15:00,0.9210925925925926,0.6755590823834945,0.5620663896540454,0.08727228310183568,0.041611058150619634,0.03078387813392574,0.15511531638083975,0.2560137540257162,5.4103771032840995e-06
2015-01-01 06:30:00,0.9343425925925926,0.6747078343673351,0.5626406461552828,0.08722342430376213,0.0415395614871306,0.03120702422511372,0.15538143110585453,0.258430394459646,8.115565654926148e-06
2015-01-01 06:45:00,0.9465833333333333,0.6753715192612899,0.5630561650870722,0.08585886787185035,0.041706387035271686,0.03120702422511372,0.15561797752808987,0.2587355013681381,1.0820754206568199e-05
2015-01-01 07:00:00,0.9501388888888889,0.6752849516664261,0.5757925206592278,0.08346129685209744,0.041706387035271686,0.030889664656722732,0.15641632170313424,0.2589267985567959,1.6231131309852295e-05
2015-01-01 07:15:00,0.9531111111111111,0.6761794834800173,0.5794154722442691,0.09012703287499127,0.041706387035271686,0.031097711484890156,0.15656416321703134,0.2601641765745696,0.00038954715143645513
2015-01-01 07:30:00,0.9513888888888888,0.6769153080363584,0.5791213408655866,0.0896349549801075,0.0415395614871306,0.031489121619239044,0.15677114133648729,0.25458750030268545,0.0013309527674078884
2015-01-01 07:45:00,0.9400462962962963,0.6772182946183812,0.5823100985106681,0.09000488587980736,0.0415395614871306,0.031799428752776894,0.15748078060319337,0.25401360873671214,0.004022615376291727
2015-01-01 08:00:00,0.9298425925925925,0.6763381907372673,0.5976983052430086,0.08304948698262023,0.04151572926596758,0.030815614090764835,0.15745121230041395,0.25428965784439544,0.009235513715305956
2015-01-01 08:15:00,0.9255370370370369,0.6805078632232001,0.596717867314067,0.08314022475047114,0.041468064823641564,0.031333968052470115,0.15748078060319337,0.25935055815192387,0.01503273278147487
2015-01-01 08:30:00,0.9301944444444444,0.6817486654162458,0.5967458798263224,0.08306693655336078,0.0415395614871306,0.03164780140343454,0.15745121230041395,0.2614693561275637,0.02288860033544338
2015-01-01 08:45:00,0.940462962962963,0.6822680709854279,0.5990148933190158,0.08387310672157465,0.0415395614871306,0.03189463662329419,0.15751034890597282,0.2592997070005085,0.03216469187902397
2015-01-01 09:00:00,0.942537037037037,0.6809984129274275,0.5967131985620243,0.08853912193760033,0.04163489037178265,0.030734511089953807,0.15745121230041395,0.26200934692592687,0.04156522209598009
2015-01-01 09:15:00,0.9345,0.6817486654162458,0.5951071478593772,0.09007119424862149,0.04163489037178265,0.031111816354596422,0.15677114133648729,0.26551565489018575,0.04938592219877725
2015-01-01 09:30:00,0.9302592592592592,0.679512335882268,0.5931275969933237,0.08922663502477839,0.04158722592945663,0.03151027892379844,0.15597279716144294,0.27020122527060075,0.057182275604609645
2015-01-01 09:45:00,0.9268796296296296,0.679512335882268,0.5921051402959988,0.0891114678578907,0.04151572926596758,0.03189463662329419,0.15700768775872265,0.2759861491149478,0.06962884813071471
2015-01-01 10:00:00,0.9201574074074075,0.680132736978791,0.5913441337130585,0.09239896698541215,0.041706387035271686,0.03075214217708664,0.15745121230041395,0.2771339322468944,0.07935941135097116
2015-01-01 10:15:00,0.9200925925925926,0.6827009089597461,0.5748961202670526,0.09328889509318071,0.041611058150619634,0.030776825699072603,0.15748078060319337,0.27941739109378405,0.08726938267597252
2015-01-01 10:30:00,0.9223148148148148,0.6812725436444957,0.5719594752322704,0.09182313115097368,0.0415395614871306,0.030931979265841535,0.15727380248373743,0.28104947090587695,0.09524968890331656
2015-01-01 10:45:00,0.9222592592592592,0.6818208050786322,0.5870208693216303,0.09349480002791931,0.04163489037178265,0.031168235833421487,0.15745121230041395,0.2869724193040657,0.10085754477087054
