utc_timestamp,DK_load_actual_entsoe_transparency,pv_cf_Unnamed: 1,wind_cf_Unnamed: 1
2017-01-01 00:00:00+00:00,2743.04,0.0,0.572572
2017-01-01 01:00:00+00:00,2594.63,0.0,0.556985
2017-01-01 02:00:00+00:00,2493.52,0.0,0.542834
2017-01-01 03:00:00+00:00,2481.93,0.0,0.534013
2017-01-01 04:00:00+00:00,2483.72,0.0,0.511007
2017-01-01 05:00:00+00:00,2527.31,0.0,0.476411
2017-01-01 06:00:00+00:00,2632.95,0.0,0.44735
2017-01-01 07:00:00+00:00,2755.2,0.0,0.421186
2017-01-01 08:00:00+00:00,2922.99,0.0,0.415671
2017-01-01 09:00:00+00:00,3161.06,0.006,0.404634
2017-01-01 10:00:00+00:00,3318.19,0.016,0.396552
2017-01-01 11:00:00+00:00,3379.66,0.027,0.393558
2017-01-01 12:00:00+00:00,3360.72,0.026,0.394924
2017-01-01 13:00:00+00:00,3386.06,0.008,0.39715
2017-01-01 14:00:00+00:00,3469.48,0.0,0.398614
2017-01-01 15:00:00+00:00,3772.72,0.0,0.405415
2017-01-01 16:00:00+00:00,4103.71,0.0,0.418679
2017-01-01 17:00:00+00:00,4031.89,0.0,0.425515
2017-01-01 18:00:00+00:00,3821.21,0.0,0.431474
2017-01-01 19:00:00+00:00,3545.11,0.0,0.447846
2017-01-01 20:00:00+00:00,3317.04,0.0,0.463737
2017-01-01 21:00:00+00:00,3081.59,0.0,0.461995
2017-01-01 22:00:00+00:00,2820.42,0.0,0.450034
2017-01-01 23:00:00+00:00,2646.61,0.0,0.430111
2017-01-02 00:00:00+00:00,2538.1,0.0,0.421209
2017-01-02 01:00:00+00:00,2527.6,0.0,0.411646
2017-01-02 02:00:00+00:00,2536.6,0.0,0.397757
2017-01-02 03:00:00+00:00,2657.25,0.0,0.379876
2017-01-02 04:00:00+00:00,2928.15,0.0,0.364709
2017-01-02 05:00:00+00:00,3556.24,0.0,0.36363
2017-01-02 06:00:00+00:00,4269.67,0.0,0.364339
2017-01-02 07:00:00+00:00,4631.27,0.0,0.360913
2017-01-02 08:00:00+00:00,4694.16,0.101,0.353081
2017-01-02 09:00:00+00:00,4758.43,0.228,0.353317
2017-01-02 10:00:00+00:00,4671.15,0.317,0.362178
2017-01-02 11:00:00+00:00,4514.16,0.33,0.371955
2017-01-02 12:00:00+00:00,4523.51,0.27,0.374158
2017-01-02 13:00:00+00:00,4467.19,0.145,0.371637
2017-01-02 14:00:00+00:00,4473.04,0.013,0.373233
2017-01-02 15:00:00+00:00,4794.94,0.0,0.375984
2017-01-02 16:00:00+00:00,5233.88,0.0,0.366311
2017-01-02 17:00:00+00:00,5005.63,0.0,0.346947
2017-01-02 18:00:00+00:00,4684.39,0.0,0.325277
2017-01-02 19:00:00+00:00,4356.18,0.0,0.316269
2017-01-02 20:00:00+00:00,4076.87,0.0,0.315905
2017-01-02 21:00:00+00:00,3726.71,0.0,0.324672
2017-01-02 22:00:00+00:00,3443.52,0.0,0.336224
2017-01-02 23:00:00+00:00,3172.17,0.0,0.349283
2017-01-03 00:00:00+00:00,2998.4,0.0,0.353443
2017-01-03 01:00:00+00:00,2865.58,0.0,0.359784
2017-01-03 02:00:00+00:00,2852.63,0.0,0.378071
2017-01-03 03:00:00+00:00,2909.65,0.0,0.387745
2017-01-03 04:00:00+00:00,3108.08,0.0,0.392065
2017-01-03 05:00:00+00:00,3653.06,0.0,0.413916
2017-01-03 06:00:00+00:00,4325.33,0.0,0.465311
2017-01-03 07:00:00+00:00,4751.67,0.0,0.535788
2017-01-03 08:00:00+00:00,4843.81,0.005,0.592697
2017-01-03 09:00:00+00:00,4865.92,0.014,0.643685
2017-01-03 10:00:00+00:00,4729.46,0.015,0.690231
2017-01-03 11:00:00+00:00,4668.51,0.011,0.753004
2017-01-03 12:00:00+00:00,4626.13,0.007,0.803708
2017-01-03 13:00:00+00:00,4568.15,0.002,0.847218
2017-01-03 14:00:00+00:00,4456.5,0.0,0.880162
2017-01-03 15:00:00+00:00,4665.86,0.0,0.899434
2017-01-03 16:00:00+00:00,4948.13,0.0,0.912492
2017-01-03 17:00:00+00:00,4715.58,0.0,0.923963
2017-01-03 18:00:00+00:00,4440.65,0.0,0.933809
2017-01-03 19:00:00+00:00,4115.69,0.0,0.939519
2017-01-03 20:00:00+00:00,3810.4,0.0,0.940952
2017-01-03 21:00:00+00:00,3438.41,0.0,0.941103
2017-01-03 22:00:00+00:00,3171.98,0.0,0.941027
2017-01-03 23:00:00+00:00,3057.84,0.0,0.93961
2017-01-04 00:00:00+00:00,2846.34,0.0,0.936906
2017-01-04 01:00:00+00:00,2878.36,0.0,0.932485
2017-01-04 02:00:00+00:00,2886.3,0.0,0.926473
2017-01-04 03:00:00+00:00,2858.03,0.0,0.918798
2017-01-04 04:00:00+00:00,3035.87,0.0,0.905278
2017-01-04 05:00:00+00:00,3657.88,0.0,0.88978
2017-01-04 06:00:00+00:00,4363.27,0.0,0.865758
2017-01-04 07:00:00+00:00,4639.35,0.0,0.84057
2017-01-04 08:00:00+00:00,4588.08,0.067,0.82228
2017-01-04 09:00:00+00:00,4648.09,0.202,0.807944
2017-01-04 10:00:00+00:00,4610.97,0.223,0.791961
